vid,yid,start,end,raw-text,tokenized-text,gloss,split,start_time,end_time,total_start_sec,total_end_sec,filename
BLHi5R-AWn4-00:00:27.760-00:00:29.039,BLHi5R-AWn4,00:00:27.760,00:00:29.039,Hello everyone.,hello everyone,,train,1900-01-01 00:00:27.760,1900-01-01 00:00:29.039,27.76,29.039,video(27.76-29.039).mp4
BLHi5R-AWn4-00:00:29.039-00:00:31.320,BLHi5R-AWn4,00:00:29.039,00:00:31.320,Welcome to Sign1News.,welcome to sign1news,,train,1900-01-01 00:00:29.039,1900-01-01 00:00:31.320,29.039,31.32,video(29.039-31.32).mp4
BLHi5R-AWn4-00:00:31.320-00:00:33.280,BLHi5R-AWn4,00:00:31.320,00:00:33.280,I'm Crystal Cousineau.,i 'm crystal cousineau,,train,1900-01-01 00:00:31.320,1900-01-01 00:00:33.280,31.32,33.28,video(31.32-33.28).mp4
BLHi5R-AWn4-00:00:33.280-00:00:36.479,BLHi5R-AWn4,00:00:33.280,00:00:36.479,Here are your top stories for today.,here are your top stories for today,,train,1900-01-01 00:00:33.280,1900-01-01 00:00:36.479,33.28,36.479,video(33.28-36.479).mp4
BLHi5R-AWn4-00:00:41.119-00:00:52.520,BLHi5R-AWn4,00:00:41.119,00:00:52.520,Astronomers are scratching their heads over a huge lump beneath the moon's surface.,astronomers are scratching their heads over a huge lump beneath the moon 's surface,,train,1900-01-01 00:00:41.119,1900-01-01 00:00:52.520,41.119,52.52,video(41.119-52.52).mp4
BLHi5R-AWn4-00:00:52.520-00:01:05.280,BLHi5R-AWn4,00:00:52.520,00:01:05.280,They say it's about five times larger than Hawaii's Big Island and you can see it inside that circle.,they say it 's about five times larger than hawaii 's big island and you can see it inside that circle,,train,1900-01-01 00:00:52.520,1900-01-01 00:01:05.280,52.52,65.28,video(52.52-65.28).mp4
BLHi5R-AWn4-00:01:05.280-00:01:13.719,BLHi5R-AWn4,00:01:05.280,00:01:13.719,But scientists at Baylor University who discovered the mass are not sure what it is.,but scientists at baylor university who discovered the mass are not sure what it is,,train,1900-01-01 00:01:05.280,1900-01-01 00:01:13.719,65.28,73.719,video(65.28-73.719).mp4
BLHi5R-AWn4-00:01:13.719-00:01:25.760,BLHi5R-AWn4,00:01:13.719,00:01:25.760,It lies at the bottom of a huge crater created by an asteroid impact about 4 billion years ago.,it lies at the bottom of a huge crater created by an asteroid impact about 4 billion years ago,,train,1900-01-01 00:01:13.719,1900-01-01 00:01:25.760,73.719,85.76,video(73.719-85.76).mp4
BLHi5R-AWn4-00:01:25.760-00:01:31.480,BLHi5R-AWn4,00:01:25.760,00:01:31.480,One theory is the mass is metal left over after the impact.,one theory is the mass is metal left over after the impact,,train,1900-01-01 00:01:25.760,1900-01-01 00:01:31.480,85.76,91.48,video(85.76-91.48).mp4
BLHi5R-AWn4-00:01:31.519-00:01:43.840,BLHi5R-AWn4,00:01:31.519,00:01:43.840,"If that's true, the mass would be a gold mine for scientists exploring the history of our solar system.",if that 's true the mass would be a gold mine for scientists exploring the history of our solar system,,train,1900-01-01 00:01:31.519,1900-01-01 00:01:43.840,91.519,103.84,video(91.519-103.84).mp4
BLHi5R-AWn4-00:01:53.760-00:02:07.799,BLHi5R-AWn4,00:01:53.760,00:02:07.799,"As the world celebrates Pride month, there's outrage over a Vatican guide to sexuality.",as the world celebrates pride month there 's outrage over a vatican guide to sexuality,,train,1900-01-01 00:01:53.760,1900-01-01 00:02:07.799,113.76,127.799,video(113.76-127.799).mp4
BLHi5R-AWn4-00:02:07.799-00:02:28.360,BLHi5R-AWn4,00:02:07.799,00:02:28.360,"In an effort to tackle what the church calls an ""education crisis"", the Vatican is releasing the document ""Male and Female He Created Them"" to Catholic schools across the world.",in an effort to tackle what the church calls an education crisis the vatican is releasing the document male and female he created them to catholic schools across the world,,train,1900-01-01 00:02:07.799,1900-01-01 00:02:28.360,127.799,148.36,video(127.799-148.36).mp4
BLHi5R-AWn4-00:02:28.360-00:02:34.639,BLHi5R-AWn4,00:02:28.360,00:02:34.639,It challenges and questions different concepts of gender identity.,it challenges and questions different concepts of gender identity,,train,1900-01-01 00:02:28.360,1900-01-01 00:02:34.639,148.36,154.639,video(148.36-154.639).mp4
BLHi5R-AWn4-00:02:34.639-00:02:53.199,BLHi5R-AWn4,00:02:34.639,00:02:53.199,"The church rejects the idea that gender can be fluid, describing non-binary gender or gender neutral as fictitious.",the church rejects the idea that gender can be fluid describing non binary gender or gender neutral as fictitious,,train,1900-01-01 00:02:34.639,1900-01-01 00:02:53.199,154.639,173.199,video(154.639-173.199).mp4
BLHi5R-AWn4-00:03:06.598-00:03:12.438,BLHi5R-AWn4,00:03:06.598,00:03:12.438,"It perpetuates misinformation and fuels hate.""",it perpetuates misinformation and fuels hate,,train,1900-01-01 00:03:06.598,1900-01-01 00:03:12.438,186.598,192.438,video(186.598-192.438).mp4
BLHi5R-AWn4-00:03:15.199-00:03:32.120,BLHi5R-AWn4,00:03:15.199,00:03:32.120,6 million people in northwest India could be impacted by tropical cyclone Vayu.,6 million people in northwest india could be impacted by tropical cyclone vayu,,train,1900-01-01 00:03:15.199,1900-01-01 00:03:32.120,195.199,212.12,video(195.199-212.12).mp4
BLHi5R-AWn4-00:03:32.120-00:03:42.479,BLHi5R-AWn4,00:03:32.120,00:03:42.479,The massive storm is expected to make landfall in the next 24 hours.,the massive storm is expected to make landfall in the next 24 hours,,train,1900-01-01 00:03:32.120,1900-01-01 00:03:42.479,212.12,222.479,video(212.12-222.479).mp4
BLHi5R-AWn4-00:03:42.479-00:03:55.879,BLHi5R-AWn4,00:03:42.479,00:03:55.879,"Forecasters say the wind could be in excess of 75 mph, making it the strongest cyclone to strike the area in decades.",forecasters say the wind could be in excess of 75 mph making it the strongest cyclone to strike the area in decades,,train,1900-01-01 00:03:42.479,1900-01-01 00:03:55.879,222.479,235.879,video(222.479-235.879).mp4
BLHi5R-AWn4-00:03:55.879-00:04:05.360,BLHi5R-AWn4,00:03:55.879,00:04:05.360,"Nearly 300,000 people are said to be evacuated to 700 shelters.","nearly 300,000 people are said to be evacuated to 700 shelters",,train,1900-01-01 00:03:55.879,1900-01-01 00:04:05.360,235.879,245.36,video(235.879-245.36).mp4
BLHi5R-AWn4-00:04:05.360-00:04:12.280,BLHi5R-AWn4,00:04:05.360,00:04:12.280,Schools and colleges in the path of the storm are closed until Friday.,schools and colleges in the path of the storm are closed until friday,,train,1900-01-01 00:04:05.360,1900-01-01 00:04:12.280,245.36,252.28,video(245.36-252.28).mp4
BLHi5R-AWn4-00:04:12.280-00:04:19.360,BLHi5R-AWn4,00:04:12.280,00:04:19.360,This is the second major tropical cyclone to threaten India this year.,this is the second major tropical cyclone to threaten india this year,,train,1900-01-01 00:04:12.280,1900-01-01 00:04:19.360,252.28,259.36,video(252.28-259.36).mp4
BLHi5R-AWn4-00:04:19.360-00:04:30.240,BLHi5R-AWn4,00:04:19.360,00:04:30.240,"Cyclone Fani struck in May, killing dozens of people.",cyclone fani struck in may killing dozens of people,,train,1900-01-01 00:04:19.360,1900-01-01 00:04:30.240,259.36,270.24,video(259.36-270.24).mp4
BLHi5R-AWn4-00:04:30.240-00:04:42.480,BLHi5R-AWn4,00:04:30.240,00:04:42.480,But government officials say the death toll was kept relatively low thanks to the evacuation of more than 1 million people before the storm made landfall.,but government officials say the death toll was kept relatively low thanks to the evacuation of more than 1 million people before the storm made landfall,,train,1900-01-01 00:04:30.240,1900-01-01 00:04:42.480,270.24,282.48,video(270.24-282.48).mp4
BLHi5R-AWn4-00:04:51.600-00:05:18.160,BLHi5R-AWn4,00:04:51.600,00:05:18.160,Hong Kong's government has postponed the second reading of a contentious extradition bill after tens of thousands of protesters blocked roads around the legislative council.,hong kong's government has postponed the second reading of a contentious extradition bill after tens of thousands of protesters blocked roads around the legislative council,,train,1900-01-01 00:04:51.600,1900-01-01 00:05:18.160,291.6,318.16,video(291.6-318.16).mp4
BLHi5R-AWn4-00:05:18.160-00:05:29.040,BLHi5R-AWn4,00:05:18.160,00:05:29.040,The proposed law would make it easier to extradite fugitives to mainland China.,the proposed law would make it easier to extradite fugitives to mainland china,,train,1900-01-01 00:05:18.160,1900-01-01 00:05:29.040,318.16,329.04,video(318.16-329.04).mp4
BLHi5R-AWn4-00:05:29.040-00:05:37.040,BLHi5R-AWn4,00:05:29.040,00:05:37.040,Peaceful protest began on Sunday when 1 million people took to the streets.,peaceful protest began on sunday when 1 million people took to the streets,,train,1900-01-01 00:05:29.040,1900-01-01 00:05:37.040,329.04,337.04,video(329.04-337.04).mp4
BLHi5R-AWn4-00:05:37.040-00:05:48.959,BLHi5R-AWn4,00:05:37.040,00:05:48.959,"But on Wednesday police showed up in riot gear, fired a water cannon and used pepper spray on protesters.",but on wednesday police showed up in riot gear fired a water cannon and used pepper spray on protesters,,train,1900-01-01 00:05:37.040,1900-01-01 00:05:48.959,337.04,348.959,video(337.04-348.959).mp4
BLHi5R-AWn4-00:05:48.959-00:06:03.439,BLHi5R-AWn4,00:05:48.959,00:06:03.439,"Hong Kong is part of China but it has separate laws that follow the UK system and no capital punishment, unlike China.",hong kong is part of china but it has separate laws that follow the uk system and no capital punishment unlike china,,train,1900-01-01 00:05:48.959,1900-01-01 00:06:03.439,348.959,363.439,video(348.959-363.439).mp4
BLHi5R-AWn4-00:06:03.439-00:06:28.560,BLHi5R-AWn4,00:06:03.439,00:06:28.560,"Many people fear the proposed exhibition law means Democratic activists, journalists and foreign business owners could be taken from Hong Kong to China for political and inadvertent business offenses.",many people fear the proposed exhibition law means democratic activists journalists and foreign business owners could be taken from hong kong to china for political and inadvertent business offenses,,train,1900-01-01 00:06:03.439,1900-01-01 00:06:28.560,363.439,388.56,video(363.439-388.56).mp4
BLHi5R-AWn4-00:06:28.560-00:06:43.360,BLHi5R-AWn4,00:06:28.560,00:06:43.360,But government officials say the bill would only target fugitives who are charged with serious crimes and not for the law-abiding general public.,but government officials say the bill would only target fugitives who are charged with serious crimes and not for the law abiding general public,,train,1900-01-01 00:06:28.560,1900-01-01 00:06:43.360,388.56,403.36,video(388.56-403.36).mp4
BLHi5R-AWn4-00:06:54.319-00:07:07.360,BLHi5R-AWn4,00:06:54.319,00:07:07.360,North Carolina Park officials caused people to worry when they sent out a Facebook post about zombie snakes.,north carolina park officials caused people to worry when they sent out a facebook post about zombie snakes,,train,1900-01-01 00:06:54.319,1900-01-01 00:07:07.360,414.319,427.36,video(414.319-427.36).mp4
BLHi5R-AWn4-00:07:07.360-00:07:24.720,BLHi5R-AWn4,00:07:07.360,00:07:24.720,But the state's Division of Parks and Recreation was just sharing information about the eastern hognose snake's habit of playing dead.,but the state 's division of parks and recreation was just sharing information about the eastern hognose snake 's habit of playing dead,,train,1900-01-01 00:07:07.360,1900-01-01 00:07:24.720,427.36,444.72,video(427.36-444.72).mp4
BLHi5R-AWn4-00:07:24.720-00:07:39.279,BLHi5R-AWn4,00:07:24.720,00:07:39.279,"Similar to an opossum, the snake will often role onto its back, convulse and then lie motionless with his tongue hanging out when threatened.",similar to an opossum the snake will often role onto its back convulse and then lie motionless with his tongue hanging out when threatened,,train,1900-01-01 00:07:24.720,1900-01-01 00:07:39.279,444.72,459.279,video(444.72-459.279).mp4
BLHi5R-AWn4-00:07:39.279-00:07:49.120,BLHi5R-AWn4,00:07:39.279,00:07:49.120,Sometimes the snake will hiss and inflate its neck like a cobra to try to scare away predators.,sometimes the snake will hiss and inflate its neck like a cobra to try to scare away predators,,train,1900-01-01 00:07:39.279,1900-01-01 00:07:49.120,459.279,469.12,video(459.279-469.12).mp4
BLHi5R-AWn4-00:07:49.120-00:07:56.800,BLHi5R-AWn4,00:07:49.120,00:07:56.800,The Park officials say you can relax because eastern hognose snakes aren't vipers.,the park officials say you can relax because eastern hognose snakes are n't vipers,,train,1900-01-01 00:07:49.120,1900-01-01 00:07:56.800,469.12,476.8,video(469.12-476.8).mp4
BLHi5R-AWn4-00:07:56.800-00:08:01.920,BLHi5R-AWn4,00:07:56.800,00:08:01.920,They don't have any venom and they almost never bite.,they do n't have any venom and they almost never bite,,train,1900-01-01 00:07:56.800,1900-01-01 00:08:01.920,476.8,481.92,video(476.8-481.92).mp4
BLHi5R-AWn4-00:08:07.439-00:08:10.240,BLHi5R-AWn4,00:08:07.439,00:08:10.240,And those are your top stories for today.,and those are your top stories for today,,train,1900-01-01 00:08:07.439,1900-01-01 00:08:10.240,487.439,490.24,video(487.439-490.24).mp4
BLHi5R-AWn4-00:08:10.240-00:08:11.839,BLHi5R-AWn4,00:08:10.240,00:08:11.839,I'm Crystal Cousineau.,i 'm crystal cousineau,,train,1900-01-01 00:08:10.240,1900-01-01 00:08:11.839,490.24,491.839,video(490.24-491.839).mp4
BLHi5R-AWn4-00:08:11.839-00:08:16.160,BLHi5R-AWn4,00:08:11.839,00:08:16.160,Thank you for watching Sign1News.,thank you for watching sign1news,,train,1900-01-01 00:08:11.839,1900-01-01 00:08:16.160,491.839,496.16,video(491.839-496.16).mp4
BLHi5R-AWn4-00:08:16.160-00:08:27.279,BLHi5R-AWn4,00:08:16.160,00:08:27.279,Remember to follow us on all of our social media platforms and be sure to download our app too.,remember to follow us on all of our social media platforms and be sure to download our app too,,train,1900-01-01 00:08:16.160,1900-01-01 00:08:27.279,496.16,507.279,video(496.16-507.279).mp4
BLHi5R-AWn4-00:08:27.278-00:08:28.990,BLHi5R-AWn4,00:08:27.278,00:08:28.990,Sign1News.,sign1news,,train,1900-01-01 00:08:27.278,1900-01-01 00:08:28.990,507.278,508.99,video(507.278-508.99).mp4
BLHi5R-AWn4-00:08:28.990-00:08:30.769,BLHi5R-AWn4,00:08:28.990,00:08:30.769,Your life.,your life,,train,1900-01-01 00:08:28.990,1900-01-01 00:08:30.769,508.99,510.769,video(508.99-510.769).mp4
BLHi5R-AWn4-00:08:30.769-00:08:33.440,BLHi5R-AWn4,00:08:30.769,00:08:33.440,Your language.,your language,,train,1900-01-01 00:08:30.769,1900-01-01 00:08:33.440,510.769,513.44,video(510.769-513.44).mp4
BLVDbsj7Xo4-00:00:03.544-00:00:07.033,BLVDbsj7Xo4,00:00:03.544,00:00:07.033,"Hello, welcome to the Daily Moth!",hello welcome to the daily moth,,train,1900-01-01 00:00:03.544,1900-01-01 00:00:07.033,3.544,7.033,video(3.544-7.033).mp4
BLVDbsj7Xo4-00:00:07.033-00:00:09.467,BLVDbsj7Xo4,00:00:07.033,00:00:09.467,"It is Monday, July 29.","it is monday, july 29",,train,1900-01-01 00:00:07.033,1900-01-01 00:00:09.467,7.033,9.467,video(7.033-9.467).mp4
BLVDbsj7Xo4-00:00:09.467-00:00:15.055,BLVDbsj7Xo4,00:00:09.467,00:00:15.055,"I m back to America, it s great to be back in the studio.",i m back to america it s great to be back in the studio,,train,1900-01-01 00:00:09.467,1900-01-01 00:00:15.055,9.467,15.055,video(9.467-15.055).mp4
BLVDbsj7Xo4-00:00:15.055-00:00:20.103,BLVDbsj7Xo4,00:00:15.055,00:00:20.103,I hope you enjoyed the coverage of WFD 2019.,i hope you enjoyed the coverage of wfd 2019,,train,1900-01-01 00:00:15.055,1900-01-01 00:00:20.103,15.055,20.103,video(15.055-20.103).mp4
BLVDbsj7Xo4-00:00:20.103-00:00:28.861,BLVDbsj7Xo4,00:00:20.103,00:00:28.861,It was a rich experience for me and I would recommend anybody to consider attending future conferences.,it was a rich experience for me and i would recommend anybody to consider attending future conferences,,train,1900-01-01 00:00:20.103,1900-01-01 00:00:28.861,20.103,28.861,video(20.103-28.861).mp4
BLVDbsj7Xo4-00:00:28.861-00:00:32.115,BLVDbsj7Xo4,00:00:28.861,00:00:32.115,The next one is in 2023 in South Korea.,the next one is in 2023 in south korea,,train,1900-01-01 00:00:28.861,1900-01-01 00:00:32.115,28.861,32.115,video(28.861-32.115).mp4
BLVDbsj7Xo4-00:00:32.115-00:00:34.616,BLVDbsj7Xo4,00:00:32.115,00:00:34.616,Ready for news?,ready for news,,train,1900-01-01 00:00:32.115,1900-01-01 00:00:34.616,32.115,34.616,video(32.115-34.616).mp4
BLVDbsj7Xo4-00:00:38.746-00:00:43.292,BLVDbsj7Xo4,00:00:38.746,00:00:43.292,Let's catch up on the major news stories from last week.,let 's catch up on the major news stories from last week,,train,1900-01-01 00:00:38.746,1900-01-01 00:00:43.292,38.746,43.292,video(38.746-43.292).mp4
BLVDbsj7Xo4-00:00:43.292-00:01:03.729,BLVDbsj7Xo4,00:00:43.292,00:01:03.729,"The first - on Friday, the Supreme Court said President Trump has the authority to use $2.5 billion from U.S. military funds to build sections of a border wall with Mexico.",the first on friday the supreme court said president trump has the authority to use $2.5 billion from u.s. military funds to build sections of a border wall with mexico,,train,1900-01-01 00:00:43.292,1900-01-01 00:01:03.729,43.292,63.729,video(43.292-63.729).mp4
BLVDbsj7Xo4-00:01:03.729-00:01:17.951,BLVDbsj7Xo4,00:01:03.729,00:01:17.951,The court's five conservative justices gave the thumbs up and ends a lawsuit that previously froze the money.,the court 's five conservative justices gave the thumbs up and ends a lawsuit that previously froze the money,,train,1900-01-01 00:01:03.729,1900-01-01 00:01:17.951,63.729,77.951,video(63.729-77.951).mp4
BLVDbsj7Xo4-00:01:17.951-00:01:28.546,BLVDbsj7Xo4,00:01:17.951,00:01:28.546,The Trump administration plans to use this money to construct more than 100 miles of fencing.,the trump administration plans to use this money to construct more than 100 miles of fencing,,train,1900-01-01 00:01:17.951,1900-01-01 00:01:28.546,77.951,88.546,video(77.951-88.546).mp4
BLVDbsj7Xo4-00:01:28.546-00:01:39.349,BLVDbsj7Xo4,00:01:28.546,00:01:39.349,"President Trump said this is a big victory, while Democratic leaders said this was a waste of money.",president trump said this is a big victory while democratic leaders said this was a waste of money,,train,1900-01-01 00:01:28.546,1900-01-01 00:01:39.349,88.546,99.349,video(88.546-99.349).mp4
BLVDbsj7Xo4-00:01:39.349-00:02:06.292,BLVDbsj7Xo4,00:01:39.349,00:02:06.292,"The second news - the Department of Justice has directed the Federal Bureau of Prisons to reinstate the death penalty after a 16-year hiatus and to schedule executions of 5 death-row inmates, beginning in December.",the second news the department of justice has directed the federal bureau of prisons to reinstate the death penalty after a 16-year hiatus and to schedule executions of 5 death row inmates beginning in december,,train,1900-01-01 00:01:39.349,1900-01-01 00:02:06.292,99.349,126.292,video(99.349-126.292).mp4
BLVDbsj7Xo4-00:02:06.292-00:02:17.137,BLVDbsj7Xo4,00:02:06.292,00:02:17.137,"A single drug, pentobarbital, will be used, rather than a three-drug cocktail.",a single drug pentobarbital will be used rather than a three drug cocktail,,train,1900-01-01 00:02:06.292,1900-01-01 00:02:17.137,126.292,137.137,video(126.292-137.137).mp4
BLVDbsj7Xo4-00:02:17.137-00:02:21.265,BLVDbsj7Xo4,00:02:17.137,00:02:21.265,This order applies only to federal inmates.,this order applies only to federal inmates,,train,1900-01-01 00:02:17.137,1900-01-01 00:02:21.265,137.137,141.265,video(137.137-141.265).mp4
BLVDbsj7Xo4-00:02:21.265-00:02:26.562,BLVDbsj7Xo4,00:02:21.265,00:02:26.562,The last federal execution was in 2003.,the last federal execution was in 2003,,train,1900-01-01 00:02:21.265,1900-01-01 00:02:26.562,141.265,146.562,video(141.265-146.562).mp4
BLVDbsj7Xo4-00:02:26.562-00:02:30.817,BLVDbsj7Xo4,00:02:26.562,00:02:30.817,21 states currently ban executions.,21 states currently ban executions,,train,1900-01-01 00:02:26.562,1900-01-01 00:02:30.817,146.562,150.817,video(146.562-150.817).mp4
BLVDbsj7Xo4-00:02:30.817-00:02:44.288,BLVDbsj7Xo4,00:02:30.817,00:02:44.288,The third news - former special counsel Robert Mueller testified before two House committees.,the third news former special counsel robert mueller testified before two house committees,,train,1900-01-01 00:02:30.817,1900-01-01 00:02:44.288,150.817,164.288,video(150.817-164.288).mp4
BLVDbsj7Xo4-00:02:44.288-00:03:05.727,BLVDbsj7Xo4,00:02:44.288,00:03:05.727,"News reports describe Mueller as being very brief with his responses, that he appeared to be confused often, and that he did not add any new, explosive information that went beyond his 448-page report.",news reports describe mueller as being very brief with his responses that he appeared to be confused often and that he did not add any new explosive information that went beyond his 448 page report,,train,1900-01-01 00:02:44.288,1900-01-01 00:03:05.727,164.288,185.727,video(164.288-185.727).mp4
BLVDbsj7Xo4-00:03:05.727-00:03:39.092,BLVDbsj7Xo4,00:03:05.727,00:03:39.092,"Mueller said in his first testimony that his team did not indict Trump because it is against DOJ policy to indict a sitting president, but corrected and clarified himself later in his second testimony that his team did not reach a determination on if Trump committed a crime or not.",mueller said in his first testimony that his team did not indict trump because it is against doj policy to indict a sitting president but corrected and clarified himself later in his second testimony that his team did not reach a determination on if trump committed a crime or not,,train,1900-01-01 00:03:05.727,1900-01-01 00:03:39.092,185.727,219.092,video(185.727-219.092).mp4
BLVDbsj7Xo4-00:03:39.092-00:03:48.102,BLVDbsj7Xo4,00:03:39.092,00:03:48.102,But he did say that Trump could be charged with a crime after he left office.,but he did say that trump could be charged with a crime after he left office,,train,1900-01-01 00:03:39.092,1900-01-01 00:03:48.102,219.092,228.102,video(219.092-228.102).mp4
BLVDbsj7Xo4-00:03:48.102-00:04:16.673,BLVDbsj7Xo4,00:03:48.102,00:04:16.673,Mueller criticized Trump and Donald Trump Jr. for praising Wikileaks' releases of stolen Hillary Clinton emails and warned that many other countries are now trying to copy the Russian government's election interference activities.,mueller criticized trump and donald trump jr. for praising wikileaks releases of stolen hillary clinton emails and warned that many other countries are now trying to copy the russian government 's election interference activities,,train,1900-01-01 00:03:48.102,1900-01-01 00:04:16.673,228.102,256.673,video(228.102-256.673).mp4
BLVDbsj7Xo4-00:04:16.673-00:04:26.307,BLVDbsj7Xo4,00:04:16.673,00:04:26.307,"President Trump said that the testimony was terrible for Democrats, that they have nothing.",president trump said that the testimony was terrible for democrats that they have nothing,,train,1900-01-01 00:04:16.673,1900-01-01 00:04:26.307,256.673,266.307,video(256.673-266.307).mp4
BLVDbsj7Xo4-00:04:26.307-00:04:36.817,BLVDbsj7Xo4,00:04:26.307,00:04:36.817,Democratic leaders in the House are still aggressively pursuing investigations against Trump and his administration.,democratic leaders in the house are still aggressively pursuing investigations against trump and his administration,,train,1900-01-01 00:04:26.307,1900-01-01 00:04:36.817,266.307,276.817,video(266.307-276.817).mp4
BLVDbsj7Xo4-00:04:42.031-00:04:59.214,BLVDbsj7Xo4,00:04:42.031,00:04:59.214,"Last night in Northern California, three people, including a 6-year-old boy, were killed in a mass shooting at the Gilroy Garlic Festival.",last night in northern california three people including a 6-year-old boy were killed in a mass shooting at the gilroy garlic festival,,train,1900-01-01 00:04:42.031,1900-01-01 00:04:59.214,282.031,299.214,video(282.031-299.214).mp4
BLVDbsj7Xo4-00:04:59.214-00:05:04.220,BLVDbsj7Xo4,00:04:59.214,00:05:04.220,At least 15 other people were injured.,at least 15 other people were injured,,train,1900-01-01 00:04:59.214,1900-01-01 00:05:04.220,299.214,304.22,video(299.214-304.22).mp4
BLVDbsj7Xo4-00:05:04.220-00:05:09.934,BLVDbsj7Xo4,00:05:04.220,00:05:09.934,The boy's name was Stephen Romero.,the boy 's name was stephen romero,,train,1900-01-01 00:05:04.220,1900-01-01 00:05:09.934,304.22,309.934,video(304.22-309.934).mp4
BLVDbsj7Xo4-00:05:09.934-00:05:18.401,BLVDbsj7Xo4,00:05:09.934,00:05:18.401,His father said he was shot in the back when he was playing in an inflatable bounce house.,his father said he was shot in the back when he was playing in an inflatable bounce house,,train,1900-01-01 00:05:09.934,1900-01-01 00:05:18.401,309.934,318.401,video(309.934-318.401).mp4
BLVDbsj7Xo4-00:05:18.401-00:05:25.408,BLVDbsj7Xo4,00:05:18.401,00:05:25.408,The father's wife and mother-in-law were also shot.,the father 's wife and mother in law were also shot,,train,1900-01-01 00:05:18.401,1900-01-01 00:05:25.408,318.401,325.408,video(318.401-325.408).mp4
BLVDbsj7Xo4-00:05:25.408-00:05:46.846,BLVDbsj7Xo4,00:05:25.408,00:05:46.846,News reports said the gunman was a 19-year-old man named Santino Legan and said he cut through a back fence to enter the festival and randomly shot at people.,news reports said the gunman was a 19-year-old man named santino legan and said he cut through a back fence to enter the festival and randomly shot at people,,train,1900-01-01 00:05:25.408,1900-01-01 00:05:46.846,325.408,346.846,video(325.408-346.846).mp4
BLVDbsj7Xo4-00:05:46.846-00:05:50.557,BLVDbsj7Xo4,00:05:46.846,00:05:50.557,Police quickly shot and killed him.,police quickly shot and killed him,,train,1900-01-01 00:05:46.846,1900-01-01 00:05:50.557,346.846,350.557,video(346.846-350.557).mp4
BLVDbsj7Xo4-00:05:50.557-00:05:54.687,BLVDbsj7Xo4,00:05:50.557,00:05:54.687,There is a second male suspect that has not been caught.,there is a second male suspect that has not been caught,,train,1900-01-01 00:05:50.557,1900-01-01 00:05:54.687,350.557,354.687,video(350.557-354.687).mp4
BLVDbsj7Xo4-00:05:54.687-00:05:57.814,BLVDbsj7Xo4,00:05:54.687,00:05:57.814,There is a manhunt underway.,there is a manhunt underway,,train,1900-01-01 00:05:54.687,1900-01-01 00:05:57.814,354.687,357.814,video(354.687-357.814).mp4
BLVDbsj7Xo4-00:05:57.814-00:06:06.240,BLVDbsj7Xo4,00:05:57.814,00:06:06.240,Witnesses said he had a rifle and was wearing military fatigues.,witnesses said he had a rifle and was wearing military fatigues,,train,1900-01-01 00:05:57.814,1900-01-01 00:06:06.240,357.814,366.24,video(357.814-366.24).mp4
BLVDbsj7Xo4-00:06:06.240-00:06:25.134,BLVDbsj7Xo4,00:06:06.240,00:06:25.134,CNN reported that the gunman apparently had an Instagram account that had posts criticizing the festival and a reference to a white supremacist book.,cnn reported that the gunman apparently had an instagram account that had posts criticizing the festival and a reference to a white supremacist book,,train,1900-01-01 00:06:06.240,1900-01-01 00:06:25.134,366.24,385.134,video(366.24-385.134).mp4
BLVDbsj7Xo4-00:06:25.134-00:06:33.141,BLVDbsj7Xo4,00:06:25.134,00:06:33.141,Many pictures and videos show a mass panic as people ran away from the sounds of gunfire.,many pictures and videos show a mass panic as people ran away from the sounds of gunfire,,train,1900-01-01 00:06:25.134,1900-01-01 00:06:33.141,385.134,393.141,video(385.134-393.141).mp4
BLVDbsj7Xo4-00:06:38.064-00:06:55.790,BLVDbsj7Xo4,00:06:38.064,00:06:55.790,"Last Tuesday Boris Johnson became the new prime minister of the U.K., replacing Theresa May, who resigned after she couldn't deliver on a Brexit deal.",last tuesday boris johnson became the new prime minister of the u.k. replacing theresa may who resigned after she could n't deliver on a brexit deal,,train,1900-01-01 00:06:38.064,1900-01-01 00:06:55.790,398.064,415.79,video(398.064-415.79).mp4
BLVDbsj7Xo4-00:06:55.790-00:07:13.807,BLVDbsj7Xo4,00:06:55.790,00:07:13.807,"Boris is best known for being a leader for Brexit in 2016 and is a controversial person with many people criticizing him, but he has many supporters as well.",boris is best known for being a leader for brexit in 2016 and is a controversial person with many people criticizing him but he has many supporters as well,,train,1900-01-01 00:06:55.790,1900-01-01 00:07:13.807,415.79,433.807,video(415.79-433.807).mp4
BLVDbsj7Xo4-00:07:13.807-00:07:28.072,BLVDbsj7Xo4,00:07:13.807,00:07:28.072,It is Boris' administration's goal to leave the European Union on October 31st with either a deal with the EU or no deal.,it is boris administration 's goal to leave the european union on october 31st with either a deal with the eu or no deal,,train,1900-01-01 00:07:13.807,1900-01-01 00:07:28.072,433.807,448.072,video(433.807-448.072).mp4
BLVDbsj7Xo4-00:07:28.072-00:07:42.002,BLVDbsj7Xo4,00:07:28.072,00:07:42.002,The second update - last Wednesday night Ricardo Rossello announced he would resign as governor of Puerto Rico.,the second update last wednesday night ricardo rossello announced he would resign as governor of puerto rico,,train,1900-01-01 00:07:28.072,1900-01-01 00:07:42.002,448.072,462.002,video(448.072-462.002).mp4
